	HS578T	MCF7	MDA-MB-231	T47D	ZR-75B
FBLN5	10.8223	0	1.01752	1.80246	0.113811
FBLN7	7.77443	0	1.14686	0.307796	0.0183163
FBN1	198.062	0.160068	21.621	0.12419	0.334237
FBN2	3.91293	0.227153	0.0808071	0.0030304	1.07461
FBN3	0	0.00877822	0.00315176	0.0179287	4.32238
FBP1	0.0741063	213.536	0.0567748	40.8991	86.0096
FBP2	1.84E-09	0.181866	0.0299418	8.56E-10	3.22E-10
FBRS	21.041	55.4162	23.8477	56.3534	24.1857
FBRSL1	9.06169	28.0749	9.77233	25.4492	38.8491
FBXL12	14.8154	12.6828	14.6993	10.5826	7.38661
FBXL13	3.93634	0.362085	4.62136	0.0150683	0.44406
FBXL14	2.48282	5.76761	5.90765	7.82766	8.32065
FBXL15	2.67483	8.2867	4.71978	9.35835	6.56642
FBXL16	0.0204767	11.3596	0.0173184	2.60648	11.183
FBXL17	4.79779	5.77814	8.05401	5.9888	5.96511
FBXL18	4.18112	4.78695	6.52669	15.7118	9.95142
FBXL19	7.35466	19.9495	7.58561	13.0766	12.3347
FBXL19-AS1	0.833827	1.47437	0.762757	3.9923	1.35
FBXL2	7.32112	1.26795	10.1455	8.67468	1.9352
FBXL20	2.03048	6.04429	2.84692	6.66331	4.4222
FBXL21	0	0.0338172	0.0422724	0	0.0435296
FBXL22	0.0817676	0.350343	0.0204165	0.571271	0.204017
FBXL22	6.92E-79	0	0	5.14E-103	9.75E-144
FBXL3	11.0558	5.06901	12.5031	10.1854	9.61003
FBXL4	4.71633	4.55892	6.71542	3.74686	2.28401
FBXL5	43.5015	23.1485	24.0897	17.2332	15.1091
FBXL6	13.827	13.275	13.5124	26.3347	13.2198
FBXL6	0	0	0	0	0
FBXL7	14.3094	0	0.146068	0.0241984	0.400087
FBXL8	1.80712	9.68125	8.66656	2.89796	3.72034
FBXO10	3.40876	1.95986	3.063	2.78947	3.75841
FBXO11	14.9731	16.0963	17.7015	7.85945	16.0222
FBXO15	0.282709	2.4212	0.0874505	0.19987	0.808672
FBXO16	1.07E-18	3.60349	3.4192	8.54477	2.86764
FBXO17	25.875	16.9328	9.83997	9.86022	0.0243793
FBXO18	18.9273	40.4498	20.0197	29.518	28.7565
FBXO2	0.329517	6.41843	2.94899	17.2383	2.74515
FBXO21	6.07874	17.1564	13.0055	17.8983	17.0164
FBXO22	13.4175	47.8597	23.6294	52.271	16.084
FBXO24	0.392903	0.917574	0.0880219	0.52939	0.278084
FBXO25	16.0943	6.88767	6.73671	8.67473	7.31129
FBXO27	2.30427	17.9225	19.6736	9.46787	1.47704
FBXO28	13.1481	6.95821	21.0075	22.8517	19.3179
FBXO3	10.9175	7.67912	22.6851	18.396	16.4994
FBXO30	6.81427	2.61548	7.79384	2.72851	4.73571
FBXO31	18.3564	19.3656	9.67237	10.7091	6.7171
FBXO32	34.3343	2.41847	6.4646	26.0212	0.877097
FBXO33	6.53639	6.96017	11.008	5.01741	8.32815
FBXO34	0	0	0.0215731	0	0.0207809
FBXO36	1.45101	2.21256	0.89904	2.41992	1.41146
FBXO36-IT1	0	0	0	0	0
FBXO38	15.5131	10.5287	15.7404	19.6669	16.7733
FBXO39	0	0	0.477795	0	0
FBXO4	5.23989	5.84488	2.41239	8.06434	3.51608
FBXO40	0.0084463	0	0.00975021	0.0110929	0
FBXO41	2.26946	6.09447	4.67748	2.38906	6.25838
FBXO42	8.95868	6.07909	6.98591	7.85788	5.85207
FBXO43	3.51121	0.0313026	3.69075	0.268643	0.780441
FBXO44	7.12215	8.18254	2.15889	7.84633	8.13068
FBXO45	11.786	14.3082	7.85779	36.135	17.9095
FBXO46	5.78317	7.59014	7.06176	8.12716	6.3177
FBXO47	0	0	0	0.0297455	0
FBXO48	1.15154	0.18208	0.94831	0.29769	0.735717
FBXO5	18.2667	4.24215	19.947	10.2254	24.1245
FBXO6	1.51904	6.70975	0.322986	11.573	6.93385
FBXO7	83.5939	46.499	62.4747	30.1492	60.1953
FBXO8	8.13218	6.4803	18.6971	8.69989	8.74972
FBXO9	42.7065	29.7871	32.4565	58.1303	36.619
FBXW10	0.275106	0.0237029	0.0322916	0.0243289	0.0441848
FBXW11	20.1957	33.9396	37.9998	27.9052	23.4275
FBXW11P1	0.0734397	0.0885564	0.14851	0.338117	0.183936
FBXW12	0	0	0	0	0.0266024
FBXW2	32.2881	47.8674	30.7883	60.7528	31.906
FBXW4	7.7887	17.2424	14.1182	34.2776	9.2473
FBXW4P1	0.181722	0.328715	0.315081	0.553056	0.379223
FBXW5	30.5291	42.5749	59.489	68.6203	48.0318
FBXW7	6.36219	4.2826	6.17311	2.7631	8.60536
FBXW8	6.90891	15.7093	9.39972	11.4282	8.39978
FBXW9	5.2238	36.0298	4.33014	13.6445	8.75908
FCAMR	0	0.0145275	0	0	0
FCAR	0	0	0	0	0
FCAR	0	0	0	0	0
FCAR	0	0	0	0	0
FCER1A	0	0	0	0	0
FCER1G	0.218522	0.439447	0.203108	0.216472	0.182203
FCER2	0	0	0	0	0
FCF1	37.0028	25.8251	21.2455	40.5084	18.6873
FCGBP	0.0180363	0.45146	0.277415	0.00394676	0.0117187
FCGR1A	0	0.327042	0.0217022	0.484171	0.261223
FCGR1A	0	0	0	0	0
FCGR1B	0	0.133952	0.0184842	0.300991	0.148683
FCGR1B	0	0	0	0	0
FCGR1C	0	0.101633	0	0.0659726	0.0330608
FCGR1C	0	0	0	0	0
FCGR2A	0.177342	0.0671845	0.584721	0	0.0438412
FCGR2B	0	0.0581373	0.0397631	0	0.0193219
FCGR2C	0	0.100768	0.189574	0	0.0146729
FCGR3A	0	0	0	0	0
FCGR3B	0	0	0	0	0
FCGRT	3.81184	5.71279	0.413381	16.937	0.17533
FCHO1	0.0175031	36.785	10.4519	4.52978	4.73212
FCHO2	10.3574	6.43068	14.0981	10.5597	11.8595
FCHSD1	7.22097	11.3945	15.3569	5.06388	0.237683
FCHSD2	19.8691	17.9006	11.3094	13.3285	4.56129
FCN1	0	0	0	0	0
FCN2	0	0.25706	0	0.0704311	0.0998614
FCN3	0.0620562	0.0460335	0.0358871	0.0408736	0.196466
FCRL1	0	0	0	0	0
FCRL2	0	0	0	0	0
FCRL3	0	0	0	0	0
FCRL4	0	0	0	0	0
FCRL5	0	0	0	0	0
FCRL6	0	0	0.0345266	0.0400563	0
FCRLA	1.40043	0	0	0	0.0181824
FCRLB	0.42227	0.638313	0.670512	0.173997	0.853619
FDCSP	0	0	0	0	0
FDFT1	394.843	277.073	289.507	337.349	165.957
FDPS	173.606	158.367	458.466	240.382	480.239
FDPSP1	16.0422	12.9051	33.4654	20.3272	38.4676
FDPSP2	0.162146	0.0521518	0.254643	0.0824683	0.204457
FDPSP4	0	0	0.0311986	0.0355278	0
FDPSP5	0.855867	0.49459	1.66994	1.28537	2.48524
FDPSP6	0	0	0	0	0
FDPSP7	0.116334	0.046184	0.183701	0.152229	0.463923
FDPSP8	1.06806	0.962593	3.13196	1.23604	3.11528
FDX1	9.54565	3.41632	9.22664	6.59056	5.74552
FDX1L	0.189526	0.737665	0.402304	0.334107	0.213402
FDX1L	30.593	24.7754	29.0659	32.9668	19.3214
FDX1P1	0.659999	0.482684	0.625867	0.436137	0.700255
FDX1P2	0	0	0	0	0
FDXACB1	2.1105	1.54583	0.920352	3.61257	1.03912
FDXACB1	0	0	0	0	0
FDXR	1.32603	25.7347	9.84415	32.1587	25.0702
FECH	13.0521	51.8692	10.2562	23.3805	26.9837
FECHP1	0	0	0	0	0
FEM1A	9.70109	9.21885	10.4949	13.7779	12.9775
FEM1AP1	0	0.254497	0	0.00867159	0.0146875
FEM1AP2	0	0.0105926	0.015222	0.0230992	0
FEM1AP3	0	0	0	0	0
FEM1AP4	0	0	0	0.0145155	0.0073756
FEM1B	18.1196	25.9765	15.2629	16.6903	20.1778
FEM1C	6.77112	3.06714	7.43609	6.21143	6.79029
FEN1	65.3353	16.7887	109.671	97.482	60.1096
FEN1P1	0	0	0	0	0
FER	5.52483	1.72593	8.79959	3.56295	5.23684
FER1L4	0.605474	15.9464	0.308121	0.386583	2.59979
FER1L5	0	0.0163663	0.00445083	0.0536035	0.00474935
FER1L6	0.034181	0	0.0591872	0.00561132	0.00951684
FER1L6-AS1	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0
FERD3L	0	0	0	0	0
FERMT1	8.84057	0.77486	9.00645	5.13949	3.80312
FERMT2	53.2328	9.39969	38.8875	16.0709	13.845
FERMT3	0.255247	0.300941	0.95642	0.773931	0.685102
FERP1	1.03294	3.95083	3.03851	1.90481	1.35106
FES	0.0251597	0.476102	0.206704	0.0496129	0.0420196
FETUB	0	0	0	0	0.151215
FEV	0	0.0226264	0	0	0
FEZ1	41.4138	9.0247	0.216331	9.92185	0.0351025
FEZ2	27.7197	32.4114	104.393	10.4655	13.9196
FEZF1	0	0.136601	3.78323	0.18814	0.0666182
FEZF1-AS1	0	0.0426421	3.05921	0.620268	0.54196
FEZF2	0	0	0	0	0
FFAR1	0	0	0	0.0412949	0
FFAR2	0	0.102925	0	0.0673322	0.0712814
FFAR3	0	0	0	0	0
FGA	0	0	0.00797776	0	0.0387661
FGB	0	0.0384942	0.027675	0.0766391	0.0296963
FGD1	6.04694	7.61549	3.11531	8.86719	7.99802
FGD2	0	0.0366235	0.0137377	0	0
FGD3	0.476462	6.46318	0.919315	5.66533	11.6327
FGD4	8.59722	1.94773	1.27866	4.11964	4.59144
FGD5	0	0.0615744	0.00567875	0.0610395	0.00547828
FGD5-AS1	65.8878	63.0224	52.9522	56.803	80.3235
FGD5P1	0	0	0	0	0.0114867
FGD6	0.350018	0.499465	6.65848	1.53945	1.22185
FGF1	4.37385	0.0161008	0.485542	0.0131627	0.0597239
FGF10	0.0476691	0	0	0	0
FGF11	0.222765	4.35879	0.210721	0.481262	1.80587
FGF12	0.0167594	5.09283	0.124202	1.96359	7.75339
FGF12-AS1	0	0	0	0	0
FGF12-AS2	0	0.9912	0	0	1.24527
FGF12-AS3	0	0.266538	0	0	0.182922
FGF13	1.71304	0.394873	17.2255	0.0705361	3.98231
FGF13-AS1	0	0	0	0	0.44411
FGF14	0.0569872	0	0.141316	0	0
FGF14-AS1	0	0	0	0	0
FGF14-IT1	0	0	0	0	0
FGF16	0	0	0	0	0
FGF16	0	0	0	0	0
FGF17	0.0312592	0.0251278	0	0.020554	0.033512
FGF18	0.0265131	0.149182	0.168442	0.0348561	0.354221
FGF19	0.0212058	0	0.0489813	0	0.165282
FGF2	7.96903	0.0402062	0.0230625	0.00541595	0.00454842
FGF20	0	0	0.0953982	0	0
FGF21	0	0	0.0382236	0.0435384	0
FGF22	0.0978743	0.025037	0.254931	0.061562	0.0786456
FGF23	0	0	0	0	0
FGF3	0	0	0	0	0.0363215
FGF3	0	0	0	0	0
FGF4	0	0	0	0	0
FGF5	32.6901	0	31.4171	0.142794	0.120788
FGF6	0	0	0	0	0
FGF7	0.0183492	0.0881729	0.13035	0	0.00510886
FGF7P1	0	0	0	0	0
FGF7P2	0	0	0	0	0
FGF8	0	0.166459	0.0599276	0	0.0575226
FGF9	0.023963	0	0.0441529	0	0.340461
FGFBP1	0.235931	0.113808	1.9911	2.49957	0
FGFBP2	0.0476931	0.115031	0.0551334	4.95929	0
FGFBP3	0.203402	0.50682	1.49163	1.02916	1.43817
FGFR1	128.621	33.1193	32.737	19.5676	46.7923
FGFR1OP	8.77393	2.95998	5.55679	8.97834	13.575
FGFR1OP2	24.4322	9.41288	34.7716	14.7376	25.6517
FGFR1OP2P1	0	0	0	0	0
FGFR2	0.274133	0.761747	0.0802318	24.8567	4.24926
FGFR3	0.465344	8.78173	1.64405	14.2377	14.5312
FGFR3P1	0	0	0	0	0
FGFR3P1	0	0	0	0	0
FGFR3P1	0	0	0	0	0
FGFR3P1	0	0	0	0	0
FGFR3P1	0	0	0	0	0
FGFR3P5	0	0	0	0.0433618	0
FGFR3P6	0	0	0	0	0
FGFR4	0.228068	31.7881	6.79601	11.9727	76.896
FGFRL1	19.9277	19.8978	20.9903	11.755	26.445
FGG	0	0	0.0567604	0.0664983	0
FGGY	4.04886	7.03493	3.69039	2.97631	3.67141
FGL1	0	0	0	0	0.184958
FGL2	0	0.0190677	0	0.00779104	0
FGR	0.0508727	0	0	0.034549	0
FH	30.9184	21.2283	64.7934	63.0876	121.169
FHAD1	25.6115	0.322575	0.186449	0.101709	0.104434
FHDC1	0.331434	1.22649	1.24558	1.40717	3.79022
FHIT	1.64306	10.9703	4.70669	3.24236	2.32766
FHIT	0	0	0	0	0
FHL1	107.552	2.7256	10.1852	0.0147967	4.58441
FHL2	204.163	3.17452	29.0005	95.9236	5.10757
FHL3	13.0333	5.59826	5.37385	3.01779	4.78996
FHL5	0	0	0	0	0
FHOD1	10.9714	13.399	36.6714	13.6181	19.6239
FHOD3	5.49864	0.205982	7.30429	0.0878621	2.24846
FHP1	3.92626	1.37018	5.33172	5.38722	10.4212
FIBCD1	0.0534847	15.8321	11.9849	0.58205	14.2698
FIBIN	1.67401	0.0137296	0	0.112225	0
FIBP	124.03	46.4639	74.0042	105.479	100.442
FICD	2.19988	3.05762	4.77962	4.15698	3.05543
FIG4	6.36059	7.18905	6.62767	5.39775	6.10031
FIGF	0.107104	0.0207375	0.246241	0.0707245	0.0576331
FIGLA	0	0	0	0	0
FIGN	5.00642	0.845998	5.11008	1.18133	1.3751
FIGNL1	11.9823	1.84408	13.3135	19.0633	22.4016
FILIP1	0.0249995	0.0108427	0.0934574	0.0255735	0
FILIP1L	0	0	0.478787	0.24216	0
FIP1L1	48.7518	28.8727	35.1058	23.0897	42.5959
FIS1	60.5621	179.799	75.0825	80.6852	81.709
FITM1	0.0744491	0.322491	0.0537659	0.183652	0.0517661
FITM2	9.30012	7.08679	4.93792	13.4044	7.23352
FIZ1	4.9417	4.32298	4.56526	5.63958	7.6021
FJX1	2.54098	3.43213	16.5551	42.5386	6.41649
FKBP10	103.215	127.742	81.5225	33.5055	35.5452
FKBP10	0	0	0	0	0
FKBP11	31.3034	7.92703	6.36318	1.91687	5.50881
FKBP14	30.409	6.32807	10.3192	10.0801	13.3932
FKBP15	9.65139	10.8302	15.6925	20.1195	13.5633
FKBP1A	245.187	75.4158	161.894	83.9316	71.4946
FKBP1AP2	0	0	0	0	0
FKBP1AP3	0	0	0	0	0
FKBP1B	1.33394	2.5875	0.579147	0.819238	0.113988
FKBP1C	124.577	26.7562	75.8985	35.1908	27.4657
FKBP2	93.9068	55.1838	74.5142	73.0782	36.9765
FKBP3	24.7703	55.6502	70.5404	73.8137	62.6238
FKBP4	56.6033	118.6	47.839	453.258	501.357
FKBP4P1	0.0405291	0	0	0.133312	0.157892
FKBP5	1.84503	11.4809	15.0342	69.176	18.2634
FKBP6	0.340531	0.876917	0.479218	0.117967	0.275157
FKBP6	0	0	0	0	0
FKBP7	19.6	0.746775	14.2185	0.322308	1.29578
FKBP8	98.6189	217.207	146.724	97.7213	103.714
FKBP9	68.9518	57.0609	30.0541	33.1191	42.2527
FKBP9L	8.20662	5.67913	2.90966	3.23369	4.60235
FKBPL	9.82037	6.66889	5.59251	15.9705	4.63937
FKBPL	0	0	0	0	0
FKBPL	0	0	0	0	0
FKBPL	0	0	0	0	0
FKRP	12.1786	2.40717	13.0459	8.2981	5.45379
FKSG48	0	0	0	0	0
FKSG52	0	0	0	0	0
FKSG61	0	0	0	0	0
FKSG62	0	0	0	0	0
FKSG63	0	0.016585	0	0.0341914	0
FKSG68	0	0.141795	0	0	0
FKTN	6.02084	5.83977	6.5319	12.8616	7.36627
FLAD1	10.849	30.0249	15.5042	53.2538	43.0628
FLCN	42.5321	15.2902	20.9794	13.4964	8.06438
FLCN	0.489929	0.234229	0.309829	3.14E-253	0.271019
FLG	0	0	5.04753	0.00508786	0.282021
FLG2	0	0	0.0722042	0.0035714	0.00302921
FLG-AS1	0	0	4.38692	0	0.275302
FLI1	6.7841	0.0277842	0.00969943	0	0
FLI1-AS1	0.340926	0	0	0	0
FLII	104.734	96.3348	151.708	170.111	59.2623
FLNA	620.351	157.4	378.965	87.87	187.927
FLNA	0	0	0	0	0
FLNB	18.3181	116.502	147.81	71.0134	77.6573
FLNB-AS1	0.23525	1.87282	1.26024	0.523047	0.962145
FLNC	37.4976	0.0308764	24.0278	0.40594	0.0213949
FLOT1	117.904	67.4659	108.205	84.9219	15.7654
FLOT1	0	0	0	0	0
FLOT1	0	0	0	0	0
FLOT1	0	0	0	0	0
FLOT1	0	0	0	0	0
FLOT1	0	0	0	0	0
FLOT1	0	0	0	0	0
FLOT1	0	0	0	0	0
FLOT2	25.7791	38.8853	49.2332	45.1019	62.6147
FLRT1	0.146421	0.0117333	0.0997018	0.32403	0.00714659
FLRT2	5.98276	0.00503255	9.37454	0	0.00867629
FLRT3	4.12046	0	0.0592727	1.13706	0.455592
FLT1	0	0.15543	0.124331	0.256628	0.26338
FLT3	0	0.0449877	0	0	5.65076
FLT3LG	6.44417	1.72112	5.35932	1.42401	0.589809
FLT4	0.0226727	0.460882	0	12.0402	25.4458
FLVCR1	2.54259	2.53219	6.74481	22.3857	16.7748
FLVCR1-AS1	1.04311	0.411647	1.45009	7.64038	6.34226
FLVCR2	7.36598	2.43318	3.40005	5.03501	1.37327
FLYWCH1	15.8702	24.3717	10.5354	12.6841	12.4361
FLYWCH1P1	0	0	0	0	0
FLYWCH2	12.2442	53.5034	13.5114	33.6269	35.1666
FMN1	3.77838	2.40904	7.24825	19.9055	9.56722
FMN2	23.0784	0.0715466	5.28156	1.92576	0
FMNL1	0.197971	4.44745	28.0274	2.34479	5.24927
FMNL2	19.8696	3.7279	25.0115	0.753182	1.97805
FMNL3	7.832	1.43274	6.13034	1.28941	4.42686
FMO1	0	0.0767987	0.0562211	0.0159532	0
FMO10P	0	0	0	0	0
FMO11P	0	0	0	0	0
FMO2	0	0.00779236	0.0228189	0	0
FMO3	0.0716089	0.0287826	0.103431	0.543075	0
FMO4	0.830841	2.4415	1.06989	2.29755	3.82998
FMO5	0.408977	1.00711	0.883497	2.53704	0.57365
FMO5	0	0	0	0	0
FMO6P	0	0	0	0	0
FMO7P	0	0	0	0	0
FMO8P	0	0	0	0	0
FMO9P	0	0	0	0	0.0186059
FMOD	0	0	0.812275	0.312338	0
FMR1	11.6831	13.4391	16.6881	10.1645	28.867
FMR1	0	0	0	0	0
FMR1-AS1	0.0262423	0.0421882	0.0176645	0.0201061	0.0484865
FMR1-AS1	0	0	0	0	0
FMR1-IT1	0	0	0	0	0
FMR1-IT1	0	0	0	0	0
FMR1NB	0	0	0	0	0
FMR1NB	0	0	0	0	0
FN1	2505.16	7.1595	132.297	13.8798	0.921293
FN3K	1.40028	0.288892	0.863152	20.6482	18.7502
FN3KRP	26.5602	24.1034	22.9976	50.7333	55.4501
FNBP1	10.0673	12.3056	46.0376	17.1222	16.3323
FNBP1L	16.6229	11.0044	28.0826	18.4136	15.7118
FNBP4	23.8554	41.3818	65.2508	23.6608	22.8809
FNDC1	0.175287	0	0	0	0.789374
FNDC1-IT1	0	0	0	0	0.0729513
FNDC3A	11.8229	5.91113	9.84892	5.38291	4.73544
FNDC3B	67.0416	7.31875	35.3478	25.2811	11.8559
FNDC3CP	0	0	0	0	0
FNDC3CP	0	0	0	0	0
FNDC4	18.1622	0.856264	0.0745867	0.254697	0.719238
FNDC5	7.48854	0.549548	0.0398812	0.457963	0.0210131
FNDC7	0	0	0	0	0
FNDC8	0.064412	0.0523685	0.0386011	0.078527	0.0352119
FNDC9	0	0.0198161	0.0961389	0	0.013724
FNIP1	9.65976	6.3108	8.14177	9.36932	12.0494
FNIP2	9.47512	0.106437	8.09343	3.63168	4.23044
FNTA	29.7616	10.0132	17.6995	34.4306	18.5837
FNTA	4.69891	0.000120979	5.95E-25	0.000621275	1.05E-10
FNTAL1	1.35524	0.435833	0.697915	1.39475	0.891238
FNTAP2	0.548197	0	0.317451	0.855259	0.332481
FNTB	7.13731	10.0704	6.09186	12.2683	9.49587
FOCAD	9.95367	7.99427	0.493877	11.8524	11.6125
FOLH1	0	0	0	0.90942	3.12934
FOLH1B	0	0	0	0.307407	0.573566
FOLR1	0	8.19151	1.79369	28.5402	0.135345
FOLR2	0	0	0.0349956	0	0
FOLR3	0.0809931	0	0	0	0
FOLR4	0	0	0	0	0
FOPNL	20.9454	36.3873	25.9197	19.6511	20.5087
FOS	0.458501	7.25026	0.943644	0.460331	0.658889
FOSB	0.472701	0.328756	0.260418	0.210049	0.230245
FOSL1	235.431	2.391	150.504	0.280899	4.70047
FOSL1P1	0.290706	0	0.294313	0	0
FOSL2	57.9935	20.2309	52.1769	7.14004	55.251
FOXA1	1.59856	135.719	3.15032	122.735	124.656
FOXA2	0.0216356	0.121744	35.8419	0.0426571	0.585334
FOXA3	0.129898	0.106386	0.0718457	0	0.0682992
FOXB1	0	0	0	0	0
FOXB2	0	0	0	0	0
FOXC1	5.0123	0.38028	1.2804	1.02955	0.815015
FOXC2	24.9515	0	0	0	0
FOXD1	17.5247	2.13923	0	0.399922	7.16927
FOXD2	0.0862266	0.277205	0.230201	1.21046	0.696198
FOXD2-AS1	0.722745	0.64732	0.834685	0.610625	0.701285
FOXD3	0.0507661	0.591694	0.102618	0.0500526	0.763044
FOXD4	0.0839124	0	0.290761	0.438581	0.170173
FOXD4L1	0.0888408	0.0204033	0.201571	0.0750789	0.0953805
FOXD4L2	0.0109807	0.0220644	0.0225062	0.00360698	0.0412681
FOXD4L3	0.00946083	0.0152086	0.0294988	0.00414421	0.0184357
FOXD4L3	0	0	0	0	0
FOXD4L4	0.0109807	0.0220644	0.0225062	0.00360698	0.0412681
FOXD4L5	0.0109807	0.00882577	0.0225062	0.00360698	0.0183414
FOXD4L6	0.0283825	0.0152086	0.0294988	0.00414421	0.0184357
FOXE1	0	0	0.00852566	0	0.00822252
FOXE3	0	0	0.015363	0.0524552	0.118459
FOXF1	0	0.0323878	0	0.0264776	0.684222
FOXF1-AS1	0	0	0	0	0.088948
FOXF2	25.6376	0.0192146	8.50393	0	0.332693
FOXG1	0	0	0.589397	0	0
FOXH1	0.0311155	0.220861	0.0775442	0.0408395	0.0187203
FOXI1	0	0.21158	0	0.0173885	0
FOXI2	0	0	0	0	0
FOXI3	0	0.105355	0	0.0574842	1.17947
FOXJ1	0.0195582	0.0157204	0.0112933	1.10521	0.0108889
FOXJ2	4.9291	9.49917	5.58796	2.20005	8.72257
FOXJ3	13.2983	10.5472	14.0424	8.96977	13.3712
FOXK1	4.39449	9.87697	8.54671	5.69264	11.1506
FOXK2	18.6378	59.67	34.6448	57.3987	65.2824
FOXL1	1.55471	0.0128908	0.0185193	0.0105364	0.285754
FOXL2	0	0	0	0	0
FOXM1	96.592	31.8948	100.002	73.4855	97.6819
FOXN1	0	4.61438	0.0171291	0.311847	0.01652
FOXN1	0	0	0	0	0
FOXN2	4.60482	5.8067	11.1994	3.92988	9.85043
FOXN3	10.7901	15.7251	12.3929	10.0444	6.80699
FOXN3-AS1	0.575795	0.989008	0.756514	4.34176	1.95144
FOXN3-AS2	0	0	0	0	0
FOXN3P1	0.0732744	0.0589047	0.0635039	0.0722902	0.101957
FOXN4	0	0.0365239	0	0.0441014	0.00848149
FOXO1	0.65664	1.73101	3.29485	0.787665	1.23346
FOXO1B	0	0.0283872	0	0	0
FOXO3	7.92976	5.39153	6.00861	6.11573	3.36342
FOXO3B	3.4926	2.7616	2.06074	3.6081	1.73722
FOXO4	1.20511	4.07651	2.31786	2.27828	6.55805
FOXO6	0.195001	2.94322	0.262747	1.39537	1.30274
FOXP1	25.1976	4.41375	39.3334	3.32686	14.2675
FOXP1-AS1	0	0	0	0	0
FOXP1-IT1	0.0287698	0.0231233	0.0332182	0	0
FOXP2	0.781826	9.21196	2.18979	0.910722	1.8188
FOXP3	0.0458563	0.147436	0.0132407	0.406849	1.88185
FOXP3	0	0	0	0	0
FOXP4	8.03905	15.4651	21.4336	11.6518	8.94778
FOXQ1	7.48054	0	9.63859	0.0295263	0.0250123
FOXR1	0	0.284462	0	0	0
FOXR1	0	0	0	0	0
FOXR2	0	0	0	0.0121315	0
FOXRED1	18.5219	7.32162	17.6594	68.6146	12.1129
FOXRED2	12.452	21.8146	20.3697	41.5738	35.5938
FOXS1	0.0415993	0	0	0.082104	0
FPGS	18.6666	18.2941	48.9888	23.8284	42.1195
FPGT	7.91599	1.43986	6.35476	7.22927	6.47568
FPGT-TNNI3K	0.713985	0.30285	0.0323748	2.90324	2.82221
FPR1	0	0	0.0157928	0	0
FPR2	0	0	0	0	0
FPR3	0.0197241	0.0188908	0	0.0463382	0
FRA10AC1	9.1108	14.5277	19.0797	17.8123	13.5766
FRAS1	0.124108	5.68657	1.73662	0.200291	4.39632
FRAT1	0.389604	5.51149	1.72097	6.08	3.21027
FRAT2	2.34702	21.2057	5.77762	23.4554	19.5853
FREM1	0.00815161	0	0.00470496	0.0107057	0
FREM2	0	14.2457	5.08903	0.779088	2.71812
FREM2-AS1	0	0	0.617904	0	0.0845083
FREM3	0	0	0	0	0
FRG1	28.9994	10.5976	26.0673	23.8445	38.9216
FRG1	0	0	0	0	0
FRG1B	17.5647	12.6821	6.70124	11.9563	14.2186
FRG2	0	0	0	0	0
FRG2	0	0.0101152	0.00726756	0.0246163	0
FRG2	0	0	0	0	0
FRG2B	0	0.0536824	0.00723204	0.00823071	0
FRG2C	0	0	0	0	0.0140683
FRG2C	0	0	0	0	0
FRK	0.108326	4.32463	1.15426	0.605554	0.919748
FRMD1	0	0.0313276	0.0112526	0	0
FRMD3	3.08441	0.125183	1.77908	2.50557	0.100271
FRMD4A	30.5339	27.4697	15.7762	19.5044	3.50953
FRMD4B	0	2.33153	2.89506	1.48542	1.62458
FRMD5	9.3986	0.33814	6.57611	0.112026	0.976526
FRMD6	39.2774	11.4284	63.6711	3.5437	5.57369
FRMD6-AS2	0	0	0	0	0.0671843
FRMD7	0.0359093	0	0	0	0
FRMD8	10.0625	9.76129	11.5402	16.3981	5.85182
FRMD8P1	0.318504	0.142245	0.184015	0.302567	0.0393947
FRMPD1	0	0.0184642	0.0116799	0.0150968	0.208448
FRMPD2	0	0.318614	0	0	0.01203
FRMPD2P1	0	0.043515	0	0	0
FRMPD2P1	0	0	0	0	0
FRMPD2P2	0	0.043515	0	0	0
FRMPD3	0.0277008	0.419867	0.608273	0.114345	1.32934
FRMPD3-AS1	0	0	0	0	0
FRMPD4	0.18781	0	0.0101617	0	0
FRMPD4-AS1	0	0	0	0	0
FRRS1	11.4881	2.75988	4.49618	3.53235	2.71156
FRRS1L	0	0	0	0	0
FRS2	6.77782	10.3984	8.29654	20.2652	31.1739
FRS3	1.35184	2.86435	2.50672	1.58164	1.56305
FRY	1.2959	0.276733	0.511005	0.236134	1.13102
FRY-AS1	0	0	0	1.97E-48	0
FRYL	10.5195	7.05091	12.6976	6.55423	11.5957
FRZB	0.129455	0	0.00934255	0	0.0630678
FSBP	1.18E-09	0.0691056	0.136175	0.28852	1.62E-09
FSCB	0	0	0	0	0
FSCN1	107.362	3.64759	37.9984	2.70547	57.8469
FSCN2	0.188046	1.62468	0.347905	2.00346	0.799844
FSCN2	0	0	0	0	0
FSCN3	4.49E-52	0.129519	8.25E-46	0.0727365	0.0259675
FSD1	10.8402	6.04814	0.030391	0.126039	2.08659
FSD1L	1.20881	0.940823	1.41437	1.82981	1.88002
FSD2	0.0949513	0.350085	0.219776	0.208566	0.146727
FSHB	0	0	0	0	0
FSHR	0	0	0	0	0
FSIP1	0.567521	0.174109	0.243726	1.00085	0.153271
FSIP2	0.0189143	0.158648	0.854092	0.0606871	0.165696
FST	12.8489	0	29.3916	0.226637	1.0947
FSTL1	715.32	0.0891033	39.1574	23.0435	0.335938
FSTL3	19.3172	4.37722	5.89949	7.34277	5.86334
